Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
PS3,2007,Racing,Sony Computer Entertainment,4.19,80.0,67,7.1,120,Polyphony Digital,E,2000s,Other,4.219507705176107,4.795790545596741
X360,2011,Action,Ubisoft,4.19,80.0,77,7.2,564,Ubisoft Montreal,M,2010s,Other,4.356708826689592,6.336825731146441
PS3,2009,Fighting,Capcom,4.16,94.0,61,7.3,330,Capcom,T,2000s,Other,4.127134385045092,5.802118375377063
PS2,2002,Sports,Electronic Arts,4.14,95.0,25,7.7,65,EA Sports,E,2000s,Madden,3.258096538021482,4.189654742026425
PC,1997,Shooter,Vivendi Games,4.12,96.0,24,9.1,3161,Valve Software,M,1990s,Other,3.2188758248682006,8.058960017769417
PC,2007,Role-Playing,Activision,4.09,91.0,46,7.9,785,Blizzard Entertainment,T,2000s,Other,3.8501476017100584,6.666956792429207
PS4,2016,Shooter,Electronic Arts,4.08,88.0,31,8.4,809,EA DICE,M,2010s,Other,3.4657359027997265,6.697034247666484
PS2,2007,Action,Sony Computer Entertainment,4.07,93.0,70,8.9,709,SCE Santa Monica,M,2000s,Other,4.2626798770413155,6.565264970035361
X360,2010,Role-Playing,Bethesda Softworks,4.05,84.0,81,8.1,769,Obsidian Entertainment,M,2010s,Other,4.406719247264253,6.646390514847729
X360,2007,Racing,Microsoft Game Studios,4.05,90.0,66,8.3,381,Turn 10,E,2000s,Other,4.204692619390966,5.945420608606575
Wii,2007,Misc,Take-Two Interactive,4.05,56.0,27,6.0,44,Cat Daddy Games,E,2000s,Other,3.332204510175204,3.8066624897703196
PS4,2014,Action,Ubisoft,4.05,80.0,80,6.3,2996,Ubisoft Montreal,M,2010s,Other,4.394449154672439,8.005367067316664
PS2,2000,Fighting,Namco Bandai Games,4.05,85.0,25,8.5,117,Namco,T,2000s,Other,3.258096538021482,4.770684624465665
PS4,2014,Shooter,Ubisoft,4.04,85.0,83,7.7,1653,Ubisoft Montreal,M,2010s,Other,4.430816798843313,7.4109518755836366
PS2,2005,Misc,Namco Bandai Games,3.98,61.0,21,7.5,27,Digital Eclipse,E10+,2000s,Other,3.091042453358316,3.332204510175204
X360,2009,Shooter,Electronic Arts,3.97,89.0,76,8.6,681,Valve Software,M,2000s,Other,4.343805421853684,6.525029657843462
PS4,2015,Role-Playing,Namco Bandai Games,3.97,92.0,79,9.2,10179,CD Projekt Red Studio,M,2010s,Other,4.382026634673881,9.228180290104513
PS4,2014,Action,Ubisoft,3.96,70.0,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M,2010s,Other,3.713572066704308,7.62608275807238
PS4,2015,Action,Warner Bros. Interactive Entertainment,3.95,87.0,89,7.6,2679,Rocksteady Studios,M,2010s,Other,4.499809670330265,7.893572073504902
Wii,2011,Action,Nintendo,3.95,93.0,81,8.0,1958,Nintendo,E10+,2010s,Zelda,4.406719247264253,7.580189417944541
PS3,2008,Role-Playing,Bethesda Softworks,3.94,90.0,57,8.0,910,Bethesda Game Studios,M,2000s,Other,4.060443010546419,6.814542897259958
DS,2007,Puzzle,Nintendo,3.94,84.0,65,8.8,72,Level 5,E10+,2000s,Other,4.189654742026425,4.290459441148391
Wii,2009,Sports,Electronic Arts,3.9,81.0,27,8.7,39,EA Canada,E,2000s,Other,3.332204510175204,3.6888794541139363
PS2,2003,Sports,Activision,3.9,90.0,38,8.7,121,Neversoft Entertainment,T,2000s,Other,3.6635616461296463,4.804021044733257
3DS,2014,Role-Playing,Nintendo,3.89,86.0,80,8.7,348,Capcom,T,2010s,Other,4.394449154672439,5.855071922202427
PC,2011,Role-Playing,Bethesda Softworks,3.88,94.0,32,8.1,9073,Bethesda Game Studios,M,2010s,Other,3.4965075614664802,9.113168460223909
PS4,2015,Sports,Take-Two Interactive,3.88,87.0,51,6.7,364,Visual Concepts,E10+,2010s,Other,3.9512437185814275,5.8998973535824915
PS2,2005,Fighting,Namco Bandai Games,3.87,88.0,62,8.6,229,Namco,T,2000s,Other,4.143134726391533,5.438079308923196
PS3,2006,Racing,Sony Computer Entertainment,3.87,84.0,9,7.4,220,Evolution Studios,T,2000s,Other,2.302585092994046,5.3981627015177525
PS2,2004,Sports,Konami Digital Entertainment,3.85,91.0,26,9.1,38,KCET,E,2000s,Other,3.295836866004329,3.6635616461296463
PS3,2010,Sports,Sony Computer Entertainment,3.84,76.0,64,7.9,104,"SCEA, Zindagi Games",E10+,2010s,Other,4.174387269895637,4.653960350157523
PS4,2013,Shooter,Activision,3.83,78.0,49,3.7,1564,Infinity Ward,M,2010s,Call of Duty,3.912023005428146,7.355641102974253
DS,2007,Misc,Nintendo,3.83,59.0,22,4.0,4,"Nintendo, Namco Bandai Games",E,2000s,Other,3.1354942159291497,1.6094379124341003
PS4,2016,Shooter,Ubisoft,3.8,80.0,64,7.0,2219,Massive Entertainment,M,2010s,Other,4.174387269895637,7.705262474866325
Wii,2007,Misc,Nintendo,3.79,68.0,33,6.9,39,Nintendo,E,2000s,Other,3.5263605246161616,3.6888794541139363
X360,2008,Action,Activision,3.76,77.0,60,7.5,66,Traveller's Tales,E10+,2000s,Other,4.110873864173311,4.204692619390966
PC,2002,Simulation,Electronic Arts,3.76,79.0,21,8.0,29,Maxis,T,2000s,Other,3.091042453358316,3.4011973816621555
PS,2001,Action,Electronic Arts,3.73,64.0,11,7.5,41,Argonaut Games,E,2000s,Other,2.4849066497880004,3.7376696182833684
Wii,2007,Platform,Nintendo,3.71,85.0,56,7.9,417,Intelligent Systems,E,2000s,Mario,4.04305126783455,6.035481432524756
PS,2000,Platform,Sony Computer Entertainment,3.71,91.0,15,8.8,207,Insomniac Games,E,2000s,Other,2.772588722239781,5.337538079701318
PS3,2013,Action,Ubisoft,3.71,88.0,36,8.1,840,Ubisoft,M,2010s,Other,3.6109179126442243,6.734591659972948
PS2,2004,Sports,Electronic Arts,3.7,81.0,27,7.6,56,EA Canada,E,2000s,FIFA,3.332204510175204,4.04305126783455
PS2,2002,Sports,Activision,3.67,94.0,27,8.5,128,Neversoft Entertainment,T,2000s,Other,3.332204510175204,4.859812404361672
DS,2007,Simulation,Electronic Arts,3.66,67.0,15,7.3,13,TOSE,E,2000s,Other,2.772588722239781,2.639057329615259
PSP,2005,Racing,Take-Two Interactive,3.65,74.0,34,8.4,31,Rockstar Leeds,E10+,2000s,Other,3.5553480614894135,3.4657359027997265
PS2,2002,Shooter,Sony Computer Entertainment,3.65,82.0,42,7.9,82,Zipper Interactive,M,2000s,Other,3.7612001156935624,4.418840607796598
PS2,2001,Platform,Sony Computer Entertainment,3.64,90.0,35,8.7,312,Naughty Dog,E,2000s,Other,3.58351893845611,5.746203190540153
PS2,2007,Sports,Konami Digital Entertainment,3.63,82.0,10,7.9,38,Konami,E,2000s,Other,2.3978952727983707,3.6635616461296463
PS2,2005,Action,Capcom,3.62,96.0,38,8.9,1013,Capcom,M,2000s,Other,3.6635616461296463,6.921658184151129
Wii,2008,Misc,Activision,3.62,86.0,18,7.6,71,Vicarious Visions,T,2000s,Other,2.9444389791664403,4.276666119016055
PS3,2009,Sports,Electronic Arts,3.62,91.0,56,7.6,203,EA Sports,E,2000s,FIFA,4.04305126783455,5.318119993844216
PS2,2004,Shooter,LucasArts,3.61,82.0,36,8.7,142,Pandemic Studios,T,2000s,Other,3.6109179126442243,4.962844630259907
PS2,2001,Racing,Electronic Arts,3.61,64.0,23,7.7,32,Fox Interactive,T,2000s,Other,3.1780538303479458,3.4965075614664802
GC,2001,Action,Nintendo,3.6,78.0,34,8.5,161,Nintendo,E,2000s,Other,3.5553480614894135,5.087596335232384
PS4,2013,Shooter,Electronic Arts,3.59,85.0,18,6.9,1580,EA DICE,M,2010s,Other,2.9444389791664403,7.3658128372094716
PS2,2005,Shooter,LucasArts,3.59,84.0,30,9.0,268,Pandemic Studios,T,2000s,Other,3.4339872044851463,5.594711379601839
DS,2007,Simulation,505 Games,3.58,70.0,39,8.0,9,Office Create,E,2000s,Other,3.6888794541139363,2.302585092994046
PS2,2006,Action,Take-Two Interactive,3.54,78.0,49,7.8,112,Rockstar Leeds,M,2000s,Grand Theft Auto,3.912023005428146,4.727387818712341
PS2,2002,Action,Sony Computer Entertainment,3.54,72.0,49,6.8,88,Team Soho,M,2000s,Other,3.912023005428146,4.48863636973214
PS2,2001,Shooter,Electronic Arts,3.53,72.0,27,7.9,48,EA Redwood Shores,T,2000s,Other,3.332204510175204,3.8918202981106265
X360,2010,Sports,Electronic Arts,3.52,88.0,66,7.5,155,EA Sports,E,2010s,FIFA,4.204692619390966,5.049856007249537
X360,2008,Shooter,Electronic Arts,3.51,89.0,67,7.9,1309,Certain Affinity,M,2000s,Other,4.219507705176107,7.177782416195197
XOne,2014,Action,Ubisoft,3.5,72.0,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M,2010s,Other,4.0943445622221,6.913737350659685
X360,2009,Action,Capcom,3.5,83.0,91,7.5,523,Capcom,M,2000s,Other,4.5217885770490405,6.261491684321042
X360,2010,Action,Ubisoft,3.49,89.0,81,8.3,693,Ubisoft Montreal,M,2010s,Other,4.406719247264253,6.542471960506805
PS3,2013,Shooter,Electronic Arts,3.49,80.0,14,5.8,579,EA DICE,M,2010s,Other,2.70805020110221,6.363028103540465
X360,2009,Action,Eidos Interactive,3.48,92.0,78,8.7,1080,Rocksteady Studios,T,2000s,Other,4.3694478524670215,6.985641817639208
X360,2013,Shooter,Electronic Arts,3.48,79.0,21,5.6,542,EA DICE,M,2010s,Other,3.091042453358316,6.297109319933935
X360,2010,Shooter,Electronic Arts,3.47,88.0,75,8.6,869,EA DICE,M,2010s,Other,4.330733340286331,6.76849321164863
DS,2008,Misc,Activision,3.46,71.0,70,8.8,29,Vicarious Visions,E10+,2000s,Other,4.2626798770413155,3.4011973816621555
DS,2006,Misc,Nintendo,3.45,83.0,30,8.4,28,Agenda,E,2000s,Other,3.4339872044851463,3.367295829986474
X360,2009,Shooter,Take-Two Interactive,3.44,84.0,83,8.2,715,Gearbox Software,M,2000s,Other,4.430816798843313,6.573680166960646
PS2,2002,Fighting,Namco Bandai Games,3.44,79.0,23,8.3,126,Namco,T,2000s,Other,3.1780538303479458,4.844187086458591
PS,1998,Action,Take-Two Interactive,3.42,70.0,15,8.0,67,DMA Design,T,1990s,Grand Theft Auto,2.772588722239781,4.219507705176107
PS4,2015,Action,Konami Digital Entertainment,3.41,93.0,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M,2010s,Other,4.465908118654584,8.279950715722526
PS2,2004,Action,Activision,3.41,80.0,50,8.9,106,Treyarch,T,2000s,Other,3.9318256327243257,4.672828834461906
PS2,2002,Sports,Electronic Arts,3.4,88.0,15,6.7,35,EA Canada,E,2000s,FIFA,2.772588722239781,3.58351893845611
PS3,2011,Platform,Sony Computer Entertainment,3.39,91.0,86,8.4,657,Media Molecule,E,2010s,Other,4.465908118654584,6.489204931325317
PS,2000,Misc,Sony Computer Entertainment,3.39,68.0,12,8.2,99,Eurocom Entertainment Software,E,2000s,Other,2.5649493574615367,4.605170185988092
PS4,2015,Action,Ubisoft,3.39,76.0,86,6.8,1319,Ubisoft Quebec,M,2010s,Other,4.465908118654584,7.1853870155804165
X360,2008,Action,Warner Bros. Interactive Entertainment,3.38,76.0,49,7.9,75,Traveller's Tales,E10+,2000s,Other,3.912023005428146,4.330733340286331
XOne,2014,Shooter,Activision,3.37,75.0,11,5.5,1735,"Bungie Software, Bungie",T,2010s,Other,2.4849066497880004,7.459338895220295
PS3,2012,Shooter,Ubisoft,3.35,90.0,32,8.5,1041,Ubisoft Montreal,M,2010s,Other,3.4965075614664802,6.948897222313312
PS2,2002,Shooter,Electronic Arts,3.33,77.0,20,8.5,66,Eurocom Entertainment Software,T,2000s,Other,3.044522437723423,4.204692619390966
PS2,2005,Action,LucasArts,3.32,60.0,34,7.2,82,Double Helix Games,T,2000s,Other,3.5553480614894135,4.418840607796598
DS,2009,Action,Nintendo,3.31,87.0,75,7.8,228,Nintendo,E10+,2000s,Zelda,4.330733340286331,5.43372200355424
PS2,2001,Shooter,Take-Two Interactive,3.31,80.0,21,8.5,86,Rockstar Toronto,M,2000s,Other,3.091042453358316,4.465908118654584
X360,2013,Action,Ubisoft,3.3,86.0,35,7.9,701,Ubisoft,M,2010s,Other,3.58351893845611,6.553933404025811
PS2,2003,Action,Electronic Arts,3.28,85.0,31,8.7,105,EA Games,T,2000s,Other,3.4657359027997265,4.663439094112067
XOne,2015,Shooter,Microsoft Game Studios,3.28,82.0,74,7.5,563,"Splash Damage, The Coalition",M,2010s,Other,4.31748811353631,6.335054251498059
PS2,2003,Action,Activision,3.27,77.0,39,8.0,94,"Luxoflux, Inc.",M,2000s,Other,3.6888794541139363,4.553876891600541
DS,2008,Puzzle,Nintendo,3.26,86.0,62,9.2,111,Level 5,E10+,2000s,Other,4.143134726391533,4.718498871295094
XOne,2015,Sports,Electronic Arts,3.25,84.0,45,4.4,459,EA Sports,E,2010s,FIFA,3.828641396489095,6.131226489483141
Wii,2008,Misc,Nintendo,3.25,63.0,43,4.6,116,Nintendo,E,2000s,Other,3.784189633918261,4.762173934797756
PS4,2015,Sports,Electronic Arts,3.24,83.0,37,5.9,180,EA Sports,E,2010s,Madden,3.6375861597263857,5.198497031265826
PS3,2013,Racing,Sony Computer Entertainment,3.23,81.0,81,7.7,758,Polyphony Digital,E,2010s,Other,4.406719247264253,6.6320017773956295
XOne,2014,Shooter,Microsoft Game Studios,3.23,85.0,69,7.2,1267,343 Industries,M,2010s,Other,4.248495242049359,7.145196134997171
WiiU,2015,Platform,Nintendo,3.21,88.0,85,8.7,691,Nintendo,E,2010s,Mario,4.454347296253507,6.539585955617669
PSP,2008,Action,Sony Computer Entertainment,3.18,91.0,79,8.6,565,Ready at Dawn,M,2000s,Other,4.382026634673881,6.338594078203183
PS2,2003,Action,Atari,3.18,62.0,30,8.1,137,Shiny Entertainment,T,2000s,Other,3.4339872044851463,4.927253685157205
PSP,2007,Role-Playing,Square Enix,3.18,83.0,67,8.0,463,Square Enix,T,2000s,Final Fantasy,4.219507705176107,6.139884552226255
X360,2010,Misc,MTV Games,3.17,82.0,63,7.6,85,Harmonix Music Systems,T,2010s,Other,4.1588830833596715,4.454347296253507
PS3,2011,Adventure,Take-Two Interactive,3.17,89.0,78,7.7,1010,Team Bondi,M,2010s,Other,4.3694478524670215,6.918695219020472
PS2,2001,Simulation,Sony Computer Entertainment Europe,3.17,89.0,22,9.1,95,Namco,E,2000s,Other,3.1354942159291497,4.564348191467836
GC,2001,Simulation,Nintendo,3.15,87.0,42,8.9,137,Nintendo,E,2000s,Other,3.7612001156935624,4.927253685157205
PS2,2007,Sports,Electronic Arts,3.14,83.0,12,6.5,36,EA Canada,E,2000s,FIFA,2.5649493574615367,3.6109179126442243
PS,2000,Action,Activision,3.13,87.0,19,9.0,107,Neversoft Entertainment,E,2000s,Other,2.995732273553991,4.68213122712422
Wii,2012,Misc,Nintendo,3.13,73.0,45,6.8,155,Nd Cube,E,2010s,Mario,3.828641396489095,5.049856007249537
PS,1998,Racing,Electronic Arts,3.12,88.0,13,7.5,27,EA Canada,E,1990s,Other,2.639057329615259,3.332204510175204
DS,2005,Platform,Sega,3.12,82.0,43,8.5,101,"Dimps Corporation, Sonic Team",E,2000s,Other,3.784189633918261,4.624972813284271
DS,2008,Misc,Nintendo,3.11,83.0,48,9.0,63,Nintendo,E,2000s,Other,3.8918202981106265,4.1588830833596715
PS3,2010,Role-Playing,Bethesda Softworks,3.11,82.0,57,7.8,492,Obsidian Entertainment,M,2010s,Other,4.060443010546419,6.20050917404269
DS,2006,Misc,Nintendo,3.11,81.0,12,7.8,10,Indies Zero,E,2000s,Other,2.5649493574615367,2.3978952727983707
PS3,2007,Role-Playing,Ubisoft,3.1,93.0,45,8.0,604,4J Studios,M,2000s,Other,3.828641396489095,6.405228458030842
3DS,2013,Action,Nintendo,3.1,91.0,81,8.9,1057,Nintendo,E,2010s,Zelda,4.406719247264253,6.964135612418245
PS3,2012,Shooter,Capcom,3.1,74.0,34,5.4,1304,Capcom,M,2010s,Other,3.5553480614894135,7.173958319756794
X360,2010,Role-Playing,Electronic Arts,3.1,96.0,98,8.9,3143,BioWare,M,2010s,Other,4.59511985013459,8.053251153549096
PS2,2002,Fighting,Atari,3.09,67.0,28,7.9,71,Dimps Corporation,T,2000s,Other,3.367295829986474,4.276666119016055
PS2,2001,Sports,Electronic Arts,3.08,94.0,23,7.9,46,EA Sports,E,2000s,Madden,3.1780538303479458,3.8501476017100584
PC,2002,Simulation,Electronic Arts,3.07,75.0,18,7.8,22,Maxis,T,2000s,Other,2.9444389791664403,3.1354942159291497
3DS,2015,Simulation,Nintendo,3.05,66.0,60,6.9,106,Nintendo,E,2010s,Other,4.110873864173311,4.672828834461906
PC,2014,Simulation,Electronic Arts,3.05,70.0,74,3.9,2057,Maxis,T,2010s,Other,4.31748811353631,7.629489916393995
X360,2012,Shooter,Take-Two Interactive,3.05,89.0,59,8.2,892,Gearbox Software,M,2010s,Other,4.0943445622221,6.794586580876499
DS,2008,Action,Warner Bros. Interactive Entertainment,3.05,72.0,16,8.0,16,TT Fusion,E10+,2000s,Other,2.833213344056216,2.833213344056216
X360,2008,Action,Activision,3.04,75.0,42,7.4,32,"Luxoflux, Inc.",E10+,2000s,Other,3.7612001156935624,3.4965075614664802
X360,2012,Role-Playing,Electronic Arts,3.04,93.0,74,5.8,3725,BioWare,M,2010s,Other,4.31748811353631,8.223090551161533
PS3,2010,Adventure,Sony Computer Entertainment,3.03,87.0,107,7.7,2759,Quantic Dream,M,2010s,Other,4.68213122712422,7.9229859587111955
X360,2008,Action,THQ,3.03,81.0,75,8.1,307,Volition Inc.,M,2000s,Other,4.330733340286331,5.730099782973575
XB,2002,Action,Ubisoft,3.02,93.0,46,8.5,121,Ubisoft Montreal,T,2000s,Other,3.8501476017100584,4.804021044733257
PS4,2013,Sports,Electronic Arts,3.01,87.0,26,6.3,616,EA Canada,E,2010s,FIFA,3.295836866004329,6.424869023905388
PS3,2009,Shooter,Sony Computer Entertainment,3.01,91.0,94,8.1,1505,Guerrilla,M,2000s,Other,4.553876891600541,7.317212408359839
X360,2012,Shooter,Ubisoft,3.0,91.0,39,8.6,1247,Ubisoft Montreal,M,2010s,Other,3.6888794541139363,7.129297548929373
Wii,2010,Platform,Disney Interactive Studios,3.0,73.0,78,7.0,131,Junction Point,E,2010s,Other,4.3694478524670215,4.882801922586371
X360,2012,Sports,Take-Two Interactive,3.0,88.0,41,7.2,131,Visual Concepts,E,2010s,Other,3.7376696182833684,4.882801922586371
PS2,2007,Fighting,Atari,3.0,73.0,24,9.2,173,"Spike, Namco Bandai Games",T,2000s,Other,3.2188758248682006,5.159055299214529
PC,2000,Misc,Electronic Arts,2.99,82.0,23,6.6,20,Maxis,T,2000s,Other,3.1780538303479458,3.044522437723423
PS2,2002,Sports,Konami Digital Entertainment,2.99,93.0,24,9.1,65,KCET,E,2000s,Other,3.2188758248682006,4.189654742026425
PS2,2001,Action,Capcom,2.99,94.0,37,8.5,466,Capcom,M,2000s,Other,3.6375861597263857,6.1463292576688975
PC,2011,Role-Playing,Electronic Arts,2.96,85.0,73,5.9,2748,"LucasArts, BioWare",T,2010s,Other,4.304065093204169,7.918992488165245
PS4,2014,Action,Warner Bros. Interactive Entertainment,2.96,84.0,85,8.1,1886,Monolith Productions,M,2010s,Other,4.454347296253507,7.54274354536855
PS2,2003,Platform,Sega,2.96,64.0,29,7.8,94,Sonic Team,E,2000s,Other,3.4011973816621555,4.553876891600541
PS2,2002,Action,Eidos Interactive,2.96,85.0,19,7.8,78,Io Interactive,M,2000s,Other,2.995732273553991,4.3694478524670215
XOne,2014,Shooter,Electronic Arts,2.95,86.0,68,6.4,2658,Respawn Entertainment,M,2010s,Other,4.23410650459726,7.88570539124302
PS3,2010,Shooter,Electronic Arts,2.95,88.0,59,8.5,572,EA DICE,M,2010s,Other,4.0943445622221,6.35088571671474
PS2,2003,Shooter,Sony Computer Entertainment,2.94,87.0,42,9.0,93,Zipper Interactive,M,2000s,Other,3.7612001156935624,4.543294782270004
GBA,2001,Puzzle,Atari,2.94,79.0,13,7.8,4,Mass Media,E,2000s,Other,2.639057329615259,1.6094379124341003
X360,2009,Fighting,Capcom,2.94,93.0,77,7.3,292,Capcom,T,2000s,Other,4.356708826689592,5.680172609017068
PS3,2009,Action,Sony Computer Entertainment,2.93,85.0,98,8.3,1172,Sucker Punch,T,2000s,Other,4.59511985013459,7.067319848653476
DS,2008,Platform,Nintendo,2.92,76.0,40,8.8,76,HAL Labs,E,2000s,Other,3.713572066704308,4.343805421853684
XOne,2013,Shooter,Activision,2.92,78.0,7,4.3,700,Infinity Ward,M,2010s,Call of Duty,2.0794415416798357,6.55250788703459
X360,2007,Role-Playing,Microsoft Game Studios,2.91,91.0,74,8.7,1692,BioWare,M,2000s,Other,4.31748811353631,7.4342573821331355
PS2,2004,Misc,Sega,2.9,73.0,21,8.6,30,Sonic Team,E,2000s,Other,3.091042453358316,3.4339872044851463
PS2,2003,Sports,Konami Digital Entertainment,2.9,93.0,28,9.0,45,KCET,E,2000s,Other,3.367295829986474,3.828641396489095
X360,2008,Sports,Sega,2.89,67.0,45,6.8,18,Sumo Digital,E10+,2000s,Other,3.828641396489095,2.9444389791664403
PS2,2001,Sports,Sony Computer Entertainment,2.89,85.0,30,8.9,16,Clap Hanz,E,2000s,Other,3.4339872044851463,2.833213344056216
Wii,2007,Simulation,505 Games,2.89,61.0,37,5.3,23,OfficeCreate,E,2000s,Other,3.6375861597263857,3.1780538303479458
PS2,2004,Shooter,Activision,2.89,76.0,49,7.7,69,Spark Unlimited,T,2000s,Call of Duty,3.912023005428146,4.248495242049359
Wii,2006,Puzzle,Nintendo,2.89,83.0,61,7.4,179,Intelligent Systems,E10+,2000s,Other,4.127134385045092,5.19295685089021
X360,2012,Sports,Electronic Arts,2.86,81.0,36,5.8,179,EA Tiburon,E,2010s,Madden,3.6109179126442243,5.19295685089021
XB,2002,Role-Playing,Ubisoft,2.86,87.0,34,8.7,111,Bethesda Softworks,T,2000s,Other,3.5553480614894135,4.718498871295094
PS4,2013,Action,Ubisoft,2.85,83.0,29,7.8,1530,Ubisoft,M,2010s,Other,3.4011973816621555,7.333676395657684
PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,60,8.4,494,NetherRealm Studios,M,2010s,Other,4.110873864173311,6.20455776256869
X360,2009,Sports,Electronic Arts,2.83,85.0,58,6.1,90,EA Tiburon,E,2000s,Madden,4.07753744390572,4.51085950651685
X360,2007,Shooter,Take-Two Interactive,2.83,96.0,88,8.9,2249,"Irrational Games, 2K Marin",M,2000s,Other,4.48863636973214,7.718685495198466
GC,2002,Shooter,Nintendo,2.82,97.0,70,9.3,747,Retro Studios,T,2000s,Other,4.2626798770413155,6.617402977974478
PS3,2010,Action,Ubisoft,2.82,90.0,59,8.2,791,Ubisoft Montreal,M,2010s,Other,4.0943445622221,6.674561391814426
PS3,2010,Shooter,Electronic Arts,2.81,75.0,56,7.5,286,"EA DICE, Danger Close",M,2010s,Other,4.04305126783455,5.659482215759621
PS4,2014,Action,Sony Computer Entertainment,2.79,80.0,90,7.9,2944,Sucker Punch,T,2010s,Other,4.51085950651685,7.987864096085687
PS2,2001,Sports,Electronic Arts,2.79,89.0,22,8.6,39,NuFX,E,2000s,Other,3.1354942159291497,3.6888794541139363
PS2,2003,Platform,Sony Computer Entertainment,2.78,87.0,47,8.2,241,Naughty Dog,T,2000s,Other,3.8712010109078907,5.488937726156687
PS3,2010,Racing,Electronic Arts,2.78,89.0,59,7.2,301,Criterion Games,E10+,2010s,Other,4.0943445622221,5.71042701737487
Wii,2011,Action,Activision,2.78,81.0,11,5.6,31,Toys for Bob,E10+,2010s,Other,2.4849066497880004,3.4657359027997265
PC,2011,Shooter,Electronic Arts,2.78,89.0,61,7.5,4926,EA DICE,M,2010s,Other,4.127134385045092,8.502485562543963
PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,81,7.7,836,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,2010s,Other,4.406719247264253,6.729824070489475
PS2,2003,Simulation,Electronic Arts,2.77,83.0,33,7.7,46,Edge of Reality,T,2000s,Other,3.5263605246161616,3.8501476017100584
PS3,2011,Shooter,Sony Computer Entertainment,2.77,84.0,85,7.9,942,Guerrilla,M,2010s,Other,4.454347296253507,6.849066282633458
X360,2008,Action,LucasArts,2.77,73.0,74,6.7,389,LucasArts,T,2000s,Other,4.31748811353631,5.966146739123692
DS,2006,Platform,Nintendo,2.76,81.0,42,7.4,67,Artoon,E,2000s,Other,3.7612001156935624,4.219507705176107
X360,2011,Action,THQ,2.76,84.0,70,7.6,490,Volition Inc.,M,2010s,Other,4.2626798770413155,6.19644412779452
PS3,2009,Fighting,Namco Bandai Games,2.75,79.0,63,7.4,211,Namco Bandai Games,T,2000s,Other,4.1588830833596715,5.356586274672012
Wii,2007,Platform,Sega,2.73,69.0,44,6.6,174,Sonic Team,E,2000s,Other,3.8066624897703196,5.1647859739235145
GBA,2002,Action,Nintendo,2.7,95.0,30,9.1,314,Capcom,E,2000s,Zelda,3.4339872044851463,5.752572638825633
