Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
XB,2004,Action,Atari,72.0,17,6.5,6,Stormfront Studios,T,2000s,Other,2.8903717578961645,1.9459101490553128
PC,2008,Puzzle,PopCap Games,78.0,12,7.3,11,PopCap,E,2000s,Other,2.5649493574615367,2.4849066497880004
DS,2006,Strategy,THQ,64.0,24,7.0,16,Team 17,E10+,2000s,Other,3.218875824868201,2.833213344056216
PC,2009,Shooter,Vivendi Games,80.0,26,8.0,136,Starbreeze,M,2000s,Other,3.295836866004329,4.919980925828125
PC,2010,Simulation,Just Flight,64.0,7,7.5,18,Gaijin Entertainment,T,2010s,Other,2.079441541679836,2.9444389791664403
XB,2005,Shooter,Activision,77.0,41,7.9,16,"id Software, Nerve Software",M,2000s,Other,3.737669618283368,2.833213344056216
PS3,2009,Sports,Electronic Arts,80.0,20,6.9,14,EA Tiburon,E,2000s,Other,3.044522437723423,2.70805020110221
PS2,2006,Action,Capcom,93.0,69,9.3,327,Clover Studio,T,2000s,Other,4.248495242049359,5.793013608384144
PS,1999,Sports,Ubisoft,65.0,11,7.5,27,Shaba Games,E,1990s,Other,2.4849066497880004,3.332204510175204
X360,2012,Racing,Codemasters,84.0,42,6.9,56,Codemasters,E,2010s,Other,3.7612001156935615,4.04305126783455
PS2,2001,Sports,Acclaim Entertainment,67.0,12,7.8,6,Acclaim,E,2000s,Other,2.5649493574615367,1.9459101490553128
PSP,2006,Puzzle,D3Publisher,74.0,19,7.8,6,Now Production,E,2000s,Other,2.995732273553991,1.9459101490553128
X360,2011,Adventure,Electronic Arts,70.0,67,8.1,157,Spicy Horse,M,2010s,Other,4.219507705176107,5.062595033026967
DS,2008,Role-Playing,Konami Digital Entertainment,76.0,24,7.4,37,Konami,E10+,2000s,Other,3.218875824868201,3.6375861597263857
XB,2005,Adventure,Global Star,39.0,20,0.5,8,"High Voltage Software, Backbone Entertainment",E,2000s,Other,3.044522437723423,2.19722457733622
PS3,2007,Sports,Konami Digital Entertainment,74.0,19,6.1,47,Konami,E,2000s,Other,2.995732273553991,3.8712010109078903
PS3,2008,Fighting,Namco Bandai Games,75.0,32,8.6,95,CyberConnect2,T,2000s,Other,3.49650756146648,4.564348191467836
PS2,2004,Shooter,Namco Bandai Games,45.0,16,7.8,10,Bec,T,2000s,Other,2.833213344056216,2.3978952727983707
XB,2005,Action,THQ,75.0,55,8.1,16,Wideload Games Inc.,M,2000s,Other,4.02535169073515,2.833213344056216
DS,2011,Action,LucasArts,66.0,8,7.5,27,Traveller's Tales,E,2010s,Other,2.19722457733622,3.332204510175204
PS4,2016,Shooter,CCP,73.0,26,6.3,37,CCP,T,2010s,Other,3.295836866004329,3.6375861597263857
PS2,2004,Racing,Zoo Digital Publishing,47.0,4,7.5,13,Creat Studios,T,2000s,Other,1.6094379124341005,2.639057329615259
XB,2001,Misc,Microsoft Game Studios,70.0,28,6.9,16,Blitz Games,E,2000s,Other,3.367295829986474,2.833213344056216
GBA,2004,Action,Activision,33.0,11,6.3,6,Saffire,T,2000s,Other,2.4849066497880004,1.9459101490553128
X360,2010,Shooter,Electronic Arts,73.0,79,7.3,126,EA Montreal,M,2010s,Other,4.382026634673881,4.844187086458591
PS2,2007,Racing,Midway Games,37.0,19,5.9,10,Creat Studios,M,2000s,Other,2.995732273553991,2.3978952727983707
PSV,2012,Action,Activision,33.0,58,4.8,479,Nihilistic,M,2010s,Call of Duty,4.07753744390572,6.173786103901937
PS4,2016,Sports,Alternative Software,64.0,4,6.8,12,Wicked Witch Software,E,2010s,Other,1.6094379124341005,2.5649493574615367
PC,2011,Shooter,Valve Software,95.0,52,8.8,5999,Valve Software,E10+,2010s,Other,3.970291913552122,8.699514748210191
GBA,2004,Racing,Electronic Arts,72.0,8,8.2,13,Pocketeers,E,2000s,Other,2.19722457733622,2.639057329615259
PS2,2007,Fighting,SNK Playmore,70.0,12,7.5,27,SNK Playmore,T,2000s,Other,2.5649493574615367,3.332204510175204
XB,2005,Shooter,Groove Games,32.0,9,5.8,10,Brainbox Games,M,2000s,Other,2.302585092994046,2.3978952727983707
DS,2007,Role-Playing,Rising Star Games,70.0,25,7.0,24,"Image Epoch, Imageepoch",T,2000s,Other,3.258096538021482,3.218875824868201
PSP,2006,Adventure,Disney Interactive Studios,52.0,34,8.0,17,Griptonite Games,T,2000s,Other,3.555348061489413,2.8903717578961645
XB,2003,Shooter,Namco Bandai Games,75.0,26,8.0,7,Namco,T,2000s,Other,3.295836866004329,2.079441541679836
PS3,2008,Action,Capcom,84.0,63,8.2,311,Capcom,M,2000s,Other,4.158883083359672,5.7430031878094825
PS2,2003,Racing,Genki,59.0,13,8.6,15,Genki,E,2000s,Other,2.639057329615259,2.772588722239781
DS,2011,Puzzle,Mastertronic,70.0,5,7.5,27,"Mastertronic, V5 Play Studio",E,2010s,Other,1.791759469228055,3.332204510175204
PS2,2003,Action,Capcom,58.0,30,5.1,38,"Valuewave Co.,Ltd.",E,2000s,Other,3.4339872044851463,3.6635616461296463
PS3,2008,Sports,Electronic Arts,85.0,38,4.4,132,EA Tiburon,E,2000s,Madden,3.6635616461296463,4.890349128221754
X360,2009,Action,Tecmo Koei,59.0,18,5.7,12,Omega Force,T,2000s,Other,2.9444389791664403,2.5649493574615367
Wii,2011,Action,Activision,36.0,10,4.5,15,Silicon Knights,T,2010s,Other,2.3978952727983707,2.772588722239781
GBA,2006,Sports,Electronic Arts,68.0,4,9.3,4,Exient Entertainment,E,2000s,Madden,1.6094379124341005,1.6094379124341005
X360,2013,Action,Take-Two Interactive,97.0,58,8.1,3711,Rockstar North,M,2010s,Grand Theft Auto,4.07753744390572,8.21932609390609
DS,2006,Action,Eidos Interactive,58.0,15,8.0,7,Human Soft,T,2000s,Other,2.772588722239781,2.079441541679836
Wii,2010,Puzzle,THQ,71.0,7,7.5,27,Page 44 Studios,E,2010s,Other,2.079441541679836,3.332204510175204
PS2,2002,Sports,Activision,77.0,19,8.4,15,Treyarch,E,2000s,Other,2.995732273553991,2.772588722239781
Wii,2008,Adventure,The Adventure Company,50.0,23,6.2,12,AWE Games,T,2000s,Other,3.1780538303479458,2.5649493574615367
XB,2005,Sports,Activision,77.0,40,7.7,15,Neversoft Entertainment,T,2000s,Other,3.713572066704308,2.772588722239781
PS2,2006,Role-Playing,Namco Bandai Games,43.0,12,8.0,20,Bec,E10+,2000s,Other,2.5649493574615367,3.044522437723423
PS4,2016,Adventure,Sony Computer Entertainment,62.0,31,6.5,36,The Tangentlemen,M,2010s,Other,3.4657359027997265,3.610917912644224
PC,2016,Shooter,Activision,73.0,16,3.0,440,Infinity Ward,M,2010s,Call of Duty,2.833213344056216,6.089044875446846
PC,2015,Fighting,Warner Bros. Interactive Entertainment,76.0,10,5.1,475,High Voltage Software,M,2010s,Other,2.3978952727983707,6.16541785423142
PC,2004,Adventure,MC2 Entertainment,80.0,23,8.3,150,Microids,T,2000s,Other,3.1780538303479458,5.017279836814924
DS,2007,Action,Nintendo,49.0,10,7.5,27,"Aspect, Takara Tomy",E10+,2000s,Other,2.3978952727983707,3.332204510175204
PC,2006,Strategy,Microsoft Game Studios,84.0,46,8.5,108,Big Huge Games,T,2000s,Other,3.8501476017100575,4.691347882229144
XOne,2014,Sports,Electronic Arts,70.0,23,6.3,152,EA Sports,T,2010s,Other,3.1780538303479458,5.030437921392435
GC,2002,Platform,Konami Digital Entertainment,60.0,6,7.2,5,Konami,E,2000s,Other,1.9459101490553128,1.791759469228055
Wii,2009,Sports,Ubisoft,62.0,5,5.2,54,Ubisoft,E,2000s,Other,1.791759469228055,4.007333185232471
WiiU,2012,Misc,Nintendo,77.0,61,7.9,471,Nintendo,E10+,2010s,Other,4.127134385045092,6.156978985585555
PC,2004,Action,Electronic Arts,67.0,19,7.2,50,KnowWonder,E,2000s,Other,2.995732273553991,3.9318256327243257
XB,2001,Shooter,Microsoft Game Studios,97.0,68,8.6,1283,Bungie Software,M,2000s,Other,4.23410650459726,7.157735484249907
PC,2005,Strategy,Microsoft Game Studios,81.0,52,7.7,519,Ensemble Studios,T,2000s,Other,3.970291913552122,6.253828811575473
PS2,2004,Action,505 Games,58.0,34,7.6,5,Acquire,M,2000s,Other,3.555348061489413,1.791759469228055
PSP,2008,Action,Irem Software Engineering,73.0,19,7.3,8,Irem,E10+,2000s,Other,2.995732273553991,2.19722457733622
Wii,2010,Action,Electronic Arts,41.0,8,5.0,11,Electronic Arts,T,2010s,Other,2.19722457733622,2.4849066497880004
GC,2001,Sports,Electronic Arts,81.0,13,8.0,9,EA Sports,E,2000s,FIFA,2.639057329615259,2.302585092994046
PS3,2011,Misc,Ubisoft,75.0,5,6.0,7,Ubisoft,E10+,2010s,Other,1.791759469228055,2.079441541679836
GBA,2005,Action,Electronic Arts,71.0,9,6.0,8,Magic Pockets,E,2000s,Other,2.302585092994046,2.19722457733622
Wii,2008,Simulation,Majesco Entertainment,61.0,4,7.5,27,Torus Games,E,2000s,Other,1.6094379124341005,3.332204510175204
Wii,2008,Misc,Zoo Games,26.0,6,7.5,27,Humagade,E10+,2000s,Other,1.9459101490553128,3.332204510175204
XOne,2013,Shooter,Activision,78.0,7,4.3,700,Infinity Ward,M,2010s,Call of Duty,2.079441541679836,6.55250788703459
PS3,2009,Misc,Activision,86.0,53,7.8,49,FreeStyleGames,T,2000s,Other,3.9889840465642745,3.912023005428146
PSV,2016,Action,Ubisoft,70.0,6,8.0,24,Climax Studios,T,2010s,Other,1.9459101490553128,3.218875824868201
PS2,2005,Fighting,Atari,72.0,29,8.4,71,Spike,T,2000s,Other,3.4011973816621555,4.276666119016055
PS,1999,Role-Playing,Kadokawa Shoten,86.0,12,8.9,37,Game Arts,T,1990s,Other,2.5649493574615367,3.6375861597263857
XB,2003,Fighting,Namco Bandai Games,92.0,39,8.9,54,Namco,T,2000s,Other,3.688879454113936,4.007333185232471
PS2,2001,Action,Capcom,84.0,21,8.4,189,Capcom,M,2000s,Other,3.091042453358316,5.247024072160486
XB,2004,Role-Playing,Activision,86.0,67,8.6,140,Obsidian Entertainment,T,2000s,Other,4.219507705176107,4.948759890378168
PS2,2001,Racing,Acclaim Entertainment,36.0,6,3.9,15,Broadsword Interactive,E,2000s,Other,1.9459101490553128,2.772588722239781
PC,2010,Shooter,Capcom,63.0,15,6.3,87,Capcom,T,2010s,Other,2.772588722239781,4.477336814478207
PSP,2005,Sports,Sony Computer Entertainment,57.0,25,6.9,14,989 Sports,E,2000s,Other,3.258096538021482,2.70805020110221
3DS,2016,Platform,Capcom,77.0,27,7.1,26,Digital Eclipse,E,2010s,Other,3.332204510175204,3.295836866004329
XOne,2014,Action,Warner Bros. Interactive Entertainment,87.0,12,8.0,585,Monolith Productions,M,2010s,Other,2.5649493574615367,6.373319789577012
PSP,2006,Shooter,Konami Digital Entertainment,76.0,44,8.5,4,M2,E,2000s,Other,3.80666248977032,1.6094379124341005
PS2,2002,Action,Atari,58.0,17,5.7,18,Paradigm Entertainment,T,2000s,Other,2.8903717578961645,2.9444389791664403
PS2,2001,Simulation,Take-Two Interactive,63.0,20,6.2,5,Syscom,E,2000s,Other,3.044522437723423,1.791759469228055
PS3,2012,Action,Sony Computer Entertainment,73.0,69,6.9,159,"Media Molecule, United Front Games",E,2010s,Other,4.248495242049359,5.075173815233827
X360,2007,Shooter,Vivendi Games,70.0,58,7.9,63,Saber Interactive,M,2000s,Other,4.07753744390572,4.158883083359672
PS3,2008,Sports,Activision,31.0,4,4.4,9,FUN Labs,E,2000s,Other,1.6094379124341005,2.302585092994046
PSP,2007,Simulation,Konami Digital Entertainment,51.0,25,7.5,27,Backbone Entertainment,T,2000s,Other,3.258096538021482,3.332204510175204
PS2,2005,Action,LucasArts,60.0,34,7.2,82,Double Helix Games,T,2000s,Other,3.555348061489413,4.418840607796598
PS2,2004,Shooter,Ubisoft,58.0,21,6.0,19,Ubisoft Shanghai/Paris,T,2000s,Other,3.091042453358316,2.995732273553991
XOne,2014,Action,Konami Digital Entertainment,76.0,13,5.4,348,Kojima Productions,M,2010s,Other,2.639057329615259,5.855071922202427
DS,2006,Misc,Nintendo,83.0,30,8.4,28,Agenda,E,2000s,Other,3.4339872044851463,3.367295829986474
PSP,2006,Sports,Electronic Arts,64.0,9,7.5,4,EA Sports,E,2000s,Other,2.302585092994046,1.6094379124341005
PC,2013,Shooter,Capcom,61.0,17,6.2,210,Spark Unlimited,T,2010s,Other,2.8903717578961645,5.351858133476067
XB,2005,Simulation,Codemasters,76.0,33,8.2,5,IR Gurus Interactive Ltd.,T,2000s,Other,3.5263605246161616,1.791759469228055
XB,2004,Action,Tecmo Koei,71.0,20,9.0,5,Omega Force,T,2000s,Other,3.044522437723423,1.791759469228055
XB,2004,Shooter,Electronic Arts,61.0,55,7.2,20,EA LA,T,2000s,Other,4.02535169073515,3.044522437723423
XB,2002,Action,Jaleco,46.0,12,7.0,4,Jaleco Entertainment,T,2000s,Other,2.5649493574615367,1.6094379124341005
X360,2007,Action,THQ,69.0,49,7.3,67,Nihilistic,M,2000s,Other,3.912023005428146,4.219507705176107
PSP,2006,Sports,Electronic Arts,72.0,15,7.3,8,EA Canada,E,2000s,FIFA,2.772588722239781,2.19722457733622
3DS,2014,Role-Playing,Nippon Ichi Software,83.0,56,8.1,169,Atlus,M,2010s,Other,4.04305126783455,5.135798437050262
XOne,2015,Shooter,Electronic Arts,71.0,27,5.1,299,Visceral Games,M,2010s,Other,3.332204510175204,5.703782474656201
XB,2003,Fighting,Hudson Soft,61.0,22,8.6,9,Eighting/Raizing,T,2000s,Other,3.1354942159291497,2.302585092994046
PSP,2010,Shooter,Electronic Arts,49.0,11,6.0,32,"Buzz Monkey, EA Montreal",M,2010s,Other,2.4849066497880004,3.49650756146648
DS,2008,Puzzle,THQ,66.0,4,7.5,27,Mikoishi,E,2000s,Other,1.6094379124341005,3.332204510175204
PS,1997,Role-Playing,Sony Computer Entertainment,92.0,20,9.2,1282,SquareSoft,T,1990s,Final Fantasy,3.044522437723423,7.1569563646156364
GC,2003,Platform,Activision,62.0,21,6.6,8,GenePool,T,2000s,Other,3.091042453358316,2.19722457733622
PS2,2004,Role-Playing,Square Enix,89.0,63,8.8,245,Level 5,T,2000s,Other,4.158883083359672,5.5053315359323625
X360,2008,Role-Playing,Compile Heart,71.0,7,7.0,35,Compile Heart,T,2000s,Other,2.079441541679836,3.58351893845611
GBA,2002,Shooter,Universal Interactive,65.0,9,7.5,27,Digital Eclipse,E,2000s,Other,2.302585092994046,3.332204510175204
X360,2010,Sports,Activision,55.0,7,7.5,27,Activision,T,2010s,Other,2.079441541679836,3.332204510175204
GBA,2001,Action,Activision,61.0,10,7.5,27,Digital Eclipse,E,2000s,Other,2.3978952727983707,3.332204510175204
X360,2010,Action,Warner Bros. Interactive Entertainment,60.0,13,8.0,5,Krome Studios,E10+,2010s,Other,2.639057329615259,1.791759469228055
3DS,2012,Action,Konami Digital Entertainment,78.0,46,7.8,167,Kojima Productions,M,2010s,Other,3.8501476017100575,5.123963979403259
PSP,2006,Misc,Sony Computer Entertainment,50.0,11,7.8,6,FreeStyleGames,T,2000s,Other,2.4849066497880004,1.9459101490553128
X360,2008,Action,Eidos Interactive,76.0,57,6.6,198,Crystal Dynamics,T,2000s,Other,4.060443010546419,5.293304824724492
XB,2004,Shooter,Konami Digital Entertainment,69.0,25,7.4,5,Konami,M,2000s,Other,3.258096538021482,1.791759469228055
PSP,2010,Fighting,PQube,82.0,14,7.8,18,Arc System Works,T,2010s,Other,2.70805020110221,2.9444389791664403
DS,2008,Action,Electronic Arts,54.0,13,7.5,27,Sanzaru Games,E10+,2000s,Other,2.639057329615259,3.332204510175204
PS2,2005,Sports,Sony Computer Entertainment,78.0,32,8.3,11,SCEE London Studio,E,2000s,Other,3.49650756146648,2.4849066497880004
PS3,2013,Fighting,Capcom,80.0,33,7.3,27,Iron Galaxy Studios,T,2010s,Other,3.5263605246161616,3.332204510175204
XB,2005,Adventure,Take-Two Interactive,77.0,51,8.1,37,Headfirst Productions,M,2000s,Other,3.951243718581428,3.6375861597263857
PS3,2009,Sports,Electronic Arts,88.0,35,7.9,40,EA Canada,E10+,2000s,Other,3.58351893845611,3.713572066704308
XB,2004,Action,Konami Digital Entertainment,61.0,15,7.5,27,Krome Studios,T,2000s,Other,2.772588722239781,3.332204510175204
GBA,2003,Action,Capcom,63.0,8,7.5,27,Klein Computer Entertainment,E,2000s,Other,2.19722457733622,3.332204510175204
XOne,2016,Sports,Take-Two Interactive,90.0,17,6.2,91,Visual Concepts,E,2010s,Other,2.8903717578961645,4.5217885770490405
Wii,2007,Action,LucasArts,80.0,17,8.9,62,Traveller's Tales,E10+,2000s,Other,2.8903717578961645,4.143134726391533
DS,2008,Platform,Brash Entertainment,75.0,5,7.5,27,Brash Entertainment,E,2000s,Other,1.791759469228055,3.332204510175204
GC,2003,Sports,Electronic Arts,89.0,16,7.5,6,EA Sports,E,2000s,Other,2.833213344056216,1.9459101490553128
PS2,2007,Misc,Sony Computer Entertainment,73.0,29,7.5,27,SCEE,T,2000s,Other,3.4011973816621555,3.332204510175204
PS3,2006,Simulation,505 Games,65.0,36,6.8,25,From Software,T,2000s,Other,3.610917912644224,3.258096538021482
PS2,2005,Platform,Majesco Entertainment,86.0,33,8.7,61,BudCat,T,2000s,Other,3.5263605246161616,4.127134385045092
PS4,2015,Action,Tecmo Koei,71.0,29,6.5,15,Omega Force,T,2010s,Other,3.4011973816621555,2.772588722239781
PS3,2012,Sports,Konami Digital Entertainment,82.0,37,6.7,146,Konami,E,2010s,Other,3.6375861597263857,4.990432586778736
3DS,2011,Platform,Nintendo,90.0,82,8.4,921,Nintendo,E,2010s,Mario,4.418840607796598,6.826545223556594
WiiU,2013,Platform,Namco Bandai Games,58.0,9,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+,2010s,Other,2.302585092994046,2.833213344056216
PS3,2011,Racing,Codemasters,82.0,36,7.1,55,Codemasters,E,2010s,Other,3.610917912644224,4.02535169073515
PS2,2000,Sports,Electronic Arts,78.0,15,7.5,27,T&E Soft,E,2000s,Other,2.772588722239781,3.332204510175204
PSP,2009,Misc,MTV Games,79.0,50,8.6,31,"Harmonix Music Systems, Backbone Entertainment",T,2000s,Other,3.9318256327243257,3.4657359027997265
GC,2002,Sports,Electronic Arts,79.0,13,6.3,4,EA Sports,E,2000s,Other,2.639057329615259,1.6094379124341005
PS2,2003,Platform,SCi,59.0,22,6.6,14,UDS,T,2000s,Other,3.1354942159291497,2.70805020110221
DS,2008,Action,Sega,50.0,15,7.5,27,Amaze Entertainment,E10+,2000s,Other,2.772588722239781,3.332204510175204
GBA,2003,Platform,Konami Digital Entertainment,91.0,29,9.1,127,KCET,T,2000s,Other,3.4011973816621555,4.852030263919617
PC,2011,Action,Electronic Arts,69.0,18,5.8,338,Black Box,T,2010s,Other,2.9444389791664403,5.82600010738045
PC,2011,Strategy,Sega,90.0,62,8.3,1180,Creative Assembly,T,2010s,Other,4.143134726391533,7.074116816197362
XOne,2013,Shooter,Electronic Arts,81.0,5,6.6,480,EA DICE,M,2010s,Other,1.791759469228055,6.175867270105761
3DS,2011,Fighting,Capcom,85.0,69,8.1,206,Capcom,T,2010s,Other,4.248495242049359,5.332718793265369
PS3,2010,Racing,Codemasters,84.0,46,7.8,83,Codemasters Birmingham,E,2010s,Other,3.8501476017100575,4.430816798843313
PSP,2009,Action,D3Publisher,60.0,6,7.5,27,High Voltage Software,E10+,2000s,Other,1.9459101490553128,3.332204510175204
DS,2009,Puzzle,Warner Bros. Interactive Entertainment,79.0,72,7.6,110,5TH Cell,E10+,2000s,Other,4.290459441148391,4.709530201312334
PC,2005,Shooter,LucasArts,78.0,34,8.7,279,LucasArts,T,2000s,Other,3.555348061489413,5.634789603169249
GBA,2003,Fighting,Atari,40.0,23,6.1,22,Webfoot Technologies,T,2000s,Other,3.1780538303479458,3.1354942159291497
PC,2006,Racing,Electronic Arts,78.0,17,7.2,249,Black Box,E10+,2000s,Other,2.8903717578961645,5.521460917862246
XB,2004,Shooter,Electronic Arts,83.0,51,7.4,27,EA Redwood Shores,T,2000s,Other,3.951243718581428,3.332204510175204
PC,2011,Shooter,THQ,75.0,29,6.7,273,Volition Inc.,M,2010s,Other,3.4011973816621555,5.613128106388071
PS3,2012,Action,Ubisoft Annecy,63.0,20,8.0,22,Omega Force,T,2010s,Other,3.044522437723423,3.1354942159291497
PC,2014,Action,Warner Bros. Interactive Entertainment,68.0,6,7.5,27,TT Games,E10+,2010s,Other,1.9459101490553128,3.332204510175204
PS2,2004,Role-Playing,505 Games,66.0,34,7.0,22,SoftMax,T,2000s,Other,3.555348061489413,3.1354942159291497
PS2,2006,Shooter,Ubisoft,44.0,8,4.6,41,Ubisoft Shanghai,T,2000s,Other,2.19722457733622,3.737669618283368
GBA,2003,Platform,THQ,44.0,15,2.5,4,Art,E,2000s,Other,2.772588722239781,1.6094379124341005
PS2,2003,Sports,Electronic Arts,89.0,23,8.8,40,EA Sports,E,2000s,Other,3.1780538303479458,3.713572066704308
PS2,2000,Strategy,Electronic Arts,75.0,20,8.4,12,Koei,T,2000s,Other,3.044522437723423,2.5649493574615367
PS4,2015,Puzzle,Devolver Digital,88.0,31,8.4,124,Croteam,E10+,2010s,Other,3.4657359027997265,4.8283137373023015
DS,2007,Role-Playing,Rising Star Games,60.0,10,7.5,27,Amble,E10+,2000s,Other,2.3978952727983707,3.332204510175204
PS2,2004,Fighting,Electronic Arts,85.0,43,9.0,25,EA Sports,T,2000s,Other,3.784189633918261,3.258096538021482
PS3,2009,Shooter,Warner Bros. Interactive Entertainment,79.0,48,7.9,98,Monolith Productions,M,2000s,Other,3.8918202981106265,4.59511985013459
X360,2009,Shooter,Phantom EFX,44.0,25,4.8,76,8Monkey Labs,M,2000s,Other,3.258096538021482,4.343805421853684
PS2,2005,Role-Playing,Tecmo Koei,68.0,34,7.8,14,Gust,E10+,2000s,Other,3.555348061489413,2.70805020110221
PS2,2003,Sports,Electronic Arts,85.0,19,7.6,53,EA Sports,E,2000s,Other,2.995732273553991,3.9889840465642745
X360,2012,Shooter,Konami Digital Entertainment,52.0,46,5.5,65,Rebellion,M,2010s,Other,3.8501476017100575,4.189654742026425
X360,2009,Role-Playing,Deep Silver,71.0,56,7.3,64,"Ascaron Entertainment GmbH, Ascaron Entertainment",M,2000s,Other,4.04305126783455,4.174387269895637
PS2,2006,Puzzle,Xplosiv,75.0,4,7.5,27,Atomic Planet Entertainment,E,2000s,Other,1.6094379124341005,3.332204510175204
X360,2010,Action,Tecmo Koei,65.0,27,7.8,20,Koei Tecmo Games,T,2010s,Other,3.332204510175204,3.044522437723423
PS2,2001,Sports,Electronic Arts,74.0,18,7.5,27,EA Sports,E,2000s,Other,2.9444389791664403,3.332204510175204
Wii,2006,Fighting,Sega,58.0,30,7.5,24,Polygon Magic,T,2000s,Other,3.4339872044851463,3.218875824868201
PSP,2009,Role-Playing,GungHo,80.0,26,7.7,47,Game Arts,T,2000s,Other,3.295836866004329,3.8712010109078903
PS2,2005,Racing,THQ,68.0,36,7.7,24,Juice Games,T,2000s,Other,3.610917912644224,3.218875824868201
XB,2002,Action,Midway Games,54.0,9,8.9,10,Midway,T,2000s,Other,2.302585092994046,2.3978952727983707
PS3,2011,Action,Ubisoft,80.0,39,7.5,613,Ubisoft Montreal,M,2010s,Other,3.688879454113936,6.419994928147142
GC,2002,Sports,Konami Digital Entertainment,75.0,7,7.5,27,KCEO,E,2000s,Other,2.079441541679836,3.332204510175204
X360,2009,Action,Konami Digital Entertainment,59.0,39,7.4,50,Zombie Studios,M,2000s,Other,3.688879454113936,3.9318256327243257
PC,1997,Shooter,Vivendi Games,96.0,24,9.1,3161,Valve Software,M,1990s,Other,3.218875824868201,8.058960017769417
3DS,2016,Action,Warner Bros. Interactive Entertainment,60.0,4,7.1,15,TT Games,E10+,2010s,Other,1.6094379124341005,2.772588722239781
PC,2010,Role-Playing,Sega,72.0,25,7.5,511,Obsidian Entertainment,M,2010s,Other,3.258096538021482,6.238324625039508
PC,2007,Strategy,Eidos Interactive,76.0,20,7.3,46,Eidos Interactive,T,2000s,Other,3.044522437723423,3.8501476017100575
X360,2010,Adventure,Ubisoft,42.0,9,4.8,4,Telltale Games,M,2010s,Other,2.302585092994046,1.6094379124341005
X360,2008,Sports,Activision,41.0,5,7.2,6,FUN Labs,E,2000s,Other,1.791759469228055,1.9459101490553128
PS2,2002,Sports,Midway Games,82.0,19,8.4,11,Midway,E,2000s,Other,2.995732273553991,2.4849066497880004
GBA,2003,Sports,Electronic Arts,63.0,14,7.5,27,Visual Impact,E,2000s,Other,2.70805020110221,3.332204510175204
X360,2007,Shooter,Activision,35.0,11,6.1,21,Cauldron Ltd.,T,2000s,Other,2.4849066497880004,3.091042453358316
PS4,2016,Shooter,Electronic Arts,81.0,29,7.7,111,PopCap,E10+,2010s,Other,3.4011973816621555,4.718498871295094
X360,2010,Platform,D3Publisher,51.0,5,5.3,4,Papaya Studios,E10+,2010s,Other,1.791759469228055,1.6094379124341005
PS3,2010,Action,Electronic Arts,38.0,27,2.8,23,EA Bright Light,T,2010s,Other,3.332204510175204,3.1780538303479458
PS2,2004,Platform,Vivendi Games,60.0,16,8.0,44,Eurocom Entertainment Software,E,2000s,Other,2.833213344056216,3.80666248977032
Wii,2009,Racing,Capcom,44.0,10,5.4,11,Milestone S.r.l,E,2000s,Other,2.3978952727983707,2.4849066497880004
GC,2003,Platform,Gotham Games,70.0,4,8.0,5,Doki Denki,E,2000s,Other,1.6094379124341005,1.791759469228055
GBA,2005,Platform,Capcom,77.0,17,9.1,21,Inti,E,2000s,Other,2.8903717578961645,3.091042453358316
WiiU,2016,Role-Playing,Nintendo,75.0,72,6.8,208,"Nintendo, Intelligent Systems",E,2010s,Mario,4.290459441148391,5.342334251964811
PS2,2004,Sports,Electronic Arts,76.0,21,6.4,18,EA Canada,E,2000s,Other,3.091042453358316,2.9444389791664403
GBA,2001,Sports,Acclaim Entertainment,85.0,7,7.5,27,Full-Fat,E,2000s,Other,2.079441541679836,3.332204510175204
X360,2013,Action,505 Games,81.0,39,7.2,139,Engine Software,T,2010s,Other,3.688879454113936,4.941642422609304
PS2,2004,Adventure,Codemasters,76.0,48,8.0,23,Free Radical Design,T,2000s,Other,3.8918202981106265,3.1780538303479458
GBA,2003,Action,Konami Digital Entertainment,59.0,6,7.5,27,Konami Computer Entertainment Hawaii,E,2000s,Other,1.9459101490553128,3.332204510175204
GC,2003,Shooter,Electronic Arts,83.0,15,7.8,12,Io Interactive,T,2000s,Other,2.772588722239781,2.5649493574615367
Wii,2012,Action,Nintendo,82.0,6,8.8,37,HAL Labs,E10+,2010s,Other,1.9459101490553128,3.6375861597263857
X360,2012,Action,THQ,83.0,63,8.0,456,Vigil Games,M,2010s,Other,4.158883083359672,6.124683390894205
3DS,2012,Sports,Nintendo,69.0,58,6.9,110,Camelot Software Planning,E,2010s,Mario,4.07753744390572,4.709530201312334
DS,2009,Action,Activision,59.0,4,7.5,27,TT Fusion,E,2000s,Other,1.6094379124341005,3.332204510175204
PS,1997,Role-Playing,ASCII Entertainment,66.0,11,8.2,9,Kuusou Kagaku,E,1990s,Other,2.4849066497880004,2.302585092994046
GC,2006,Action,LucasArts,84.0,25,9.1,16,Traveller's Tales,E10+,2000s,Other,3.258096538021482,2.833213344056216
PS3,2012,Misc,Ubisoft,77.0,5,7.1,29,Ubisoft,E10+,2010s,Other,1.791759469228055,3.4011973816621555
XB,2005,Sports,Electronic Arts,86.0,35,7.5,27,EA Sports,Unknown,2000s,Other,3.58351893845611,3.332204510175204
